SHORT_URL,DESTINATION_URL
http://hp.care/2ac3bDp,http://www.m.me/hpsupport?src=HPGS
http://hp.care/29ThRnz,http://www.m.me/hpsupport?src=HPDOC
http://hp.care/29kETpB,http://www.m.me/hpsupport?src=HPCSHP
http://hp.care/29zGOrl,http://www.m.me/hpsupport?src=HPIIDB
http://hp.care/29q9gti,http://www.m.me/hpsupport?src=HPIILP
http://hp.care/29kDEXr,http://www.m.me/hpsupport?src=HPSA
http://hp.care/29po7qN,http://www.m.me/hpsupport?src=HPCSPT
http://hp.care/29xOXMR,https://twitter.com/intent/tweet?screen_name=HPSupportde&text=[SCHREIBEN SIE IHRE FRAGE HIER]&hashtags=HPDOCDE&related=HPSupportDE
http://hp.care/29rDDju,https://twitter.com/intent/tweet?screen_name=HPSupport&text=[ASK YOUR QUESTION HERE]&hashtags=HPSAUK&related=HPSupport
http://hp.care/29xP1w6,https://twitter.com/intent/tweet?screen_name=HPSupportesp&text=[ESCRIBE ACQUI TU PREGUNTA]&hashtags=HPSAES&related=HPSupportESP
http://hp.care/29A1y1Q,https://twitter.com/intent/tweet?screen_name=HPSupportFR&text=[POSEZ VOTRE QUESTION ICI]&hashtags=HPSAFR&related=HPSupportFR
http://hp.care/29njehX,https://twitter.com/intent/tweet?screen_name=HPSupportde&text=[SCHREIBEN SIE IHRE FRAGE HIER]&hashtags=HPSADE&related=HPSupportDE
http://hp.care/29j19vN,http://m.me/HP.Israel
http://hp.care/29oYbr0,http://m.me/HPRussia
http://hp.care/29vo5ve,http://m.me/HPTurkiyeofficial
http://hp.care/29oOKur,https://twitter.com/intent/tweet?screen_name=HPSupport&text=[ASK YOUR QUESTION HERE]&hashtags=hpcsUK&related=HPSupport
http://hp.care/29rzmwu,http://www.m.me/hpsupport
http://hp.care/29zVLJp,https://twitter.com/intent/tweet?screen_name=HPSupportesp&text=[ESCRIBE ACQUI TU PREGUNTA]&hashtags=hpcsESP&related=HPSupportESP
http://hp.care/29iXfHC,http://www.m.me/tecnicohp
http://hp.care/29zM8Z4,https://twitter.com/intent/tweet?screen_name=HPSupportFR&text=[POSEZ VOTRE QUESTION ICI]&hashtags=hpcsfr&related=HPSupportFR
http://hp.care/29iWH4x,https://twitter.com/intent/tweet?screen_name=HPSupportde&text=[SCHREIBEN SIE IHRE FRAGE HIER]&hashtags=hpcsde&related=HPSupportDE
http://hp.care/28Ki3aj,http://h30434.www3.hp.com/
